AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area
300;751;E 42ND AV AND RUPERT ST;"{""coordinates"": [-123.04308941041525, 49.232033116741846], ""type"": ""Point""}";Killarney
286;750;COLLEGE ST AND E 41ST AV;"{""coordinates"": [-123.04450552570172, 49.23296955236838], ""type"": ""Point""}";Renfrew-Collingwood
156;813;HEATHER ST AND W 59TH AV;"{""coordinates"": [-123.12389816284747, 49.21701792877434], ""type"": ""Point""}";Marpole
152;813;FREMLIN ST AND W 59TH AV;"{""coordinates"": [-123.1271911291356, 49.217064039728356], ""type"": ""Point""}";Marpole
135;813;CARTIER ST AND W 59TH AV;"{""coordinates"": [-123.13782091359221, 49.21734918508783], ""type"": ""Point""}";Marpole
302;770;IVANHOE ST AND KERR ST;"{""coordinates"": [-123.0400391640945, 49.235049773190994], ""type"": ""Point""}";Renfrew-Collingwood
171;818;YUKON ST AND W 62ND AV;"{""coordinates"": [-123.11546360083825, 49.21408683881093], ""type"": ""Point""}";Marpole
170;818;CAMBIE ST AND W 62ND AV;"{""coordinates"": [-123.11695525307333, 49.21411477969427], ""type"": ""Point""}";Marpole
176;813;W 59TH AV AND COLUMBIA ST;"{""coordinates"": [-123.11259820690859, 49.21689570960377], ""type"": ""Point""}";Marpole
170;813;W 59TH AV AND CAMBIE ST;"{""coordinates"": [-123.11685438311733, 49.21693872558525], ""type"": ""Point""}";Marpole
165;813;ASH ST AND W 59TH AV;"{""coordinates"": [-123.12001714644349, 49.216973137008566], ""type"": ""Point""}";Marpole
315;725;FOSTER AV AND ABERDEEN ST;"{""coordinates"": [-123.02813226471787, 49.234126802691044], ""type"": ""Point""}";Renfrew-Collingwood
318;725;LINCOLN ST AND FOSTER AV;"{""coordinates"": [-123.025928939449, 49.23412544722461], ""type"": ""Point""}";Renfrew-Collingwood
319;725;FOSTER AV AND ORMIDALE ST;"{""coordinates"": [-123.02481473567332, 49.23412512523249], ""type"": ""Point""}";Renfrew-Collingwood
315;770;KINGSWAY AND ABERDEEN ST;"{""coordinates"": [-123.02813949806652, 49.232085301591674], ""type"": ""Point""}";Renfrew-Collingwood
307;751;HAROLD ST AND SCHOOL AV;"{""coordinates"": [-123.03597085707361, 49.23244887551428], ""type"": ""Point""}";Killarney
306;770;JOYCE ST AND KINGSWAY;"{""coordinates"": [-123.03587661278631, 49.23415350496156], ""type"": ""Point""}";Renfrew-Collingwood
304;742;MCKINNON ST AND SCHOOL AV;"{""coordinates"": [-123.03877471685901, 49.233700584227], ""type"": ""Point""}";Renfrew-Collingwood
304;770;MCKINNON ST AND IVANHOE ST;"{""coordinates"": [-123.03846836035166, 49.23443181159262], ""type"": ""Point""}";Renfrew-Collingwood
037;701;HIGHBURY ST AND W 22ND AV;"{""coordinates"": [-123.18805891613152, 49.25287733122719], ""type"": ""Point""}";Dunbar-Southlands
037;698;HIGHBURY ST AND W 21ST AV;"{""coordinates"": [-123.18805085030378, 49.25378185939693], ""type"": ""Point""}";Dunbar-Southlands
037;707;HIGHBURY ST AND W 24TH AV;"{""coordinates"": [-123.18807612759795, 49.25106695939756], ""type"": ""Point""}";Dunbar-Southlands
037;706;W 23RD AV AND HIGHBURY ST;"{""coordinates"": [-123.18806788046648, 49.25197426767428], ""type"": ""Point""}";Dunbar-Southlands
042;696;COLLINGWOOD ST AND W 20TH AV;"{""coordinates"": [-123.1818413136137, 49.25466161982034], ""type"": ""Point""}";Dunbar-Southlands
042;694;COLLINGWOOD ST AND W 19TH AV;"{""coordinates"": [-123.18183273686688, 49.25556653482755], ""type"": ""Point""}";Dunbar-Southlands
277;634;KASLO ST AND E 4TH AV;"{""coordinates"": [-123.04698496773138, 49.266682559603545], ""type"": ""Point""}";Hastings-Sunrise
282;638;E 5TH AV AND NOOTKA ST;"{""coordinates"": [-123.04154508857428, 49.265702457761066], ""type"": ""Point""}";Hastings-Sunrise
296;638;WINDERMERE ST AND E 5TH AV;"{""coordinates"": [-123.03648483315565, 49.26568250600759], ""type"": ""Point""}";Hastings-Sunrise
300;634;E 4TH AV AND RUPERT ST;"{""coordinates"": [-123.03373546540234, 49.266631813339224], ""type"": ""Point""}";Hastings-Sunrise
300;638;E 5TH AV AND RUPERT ST;"{""coordinates"": [-123.03374795395864, 49.265675682903826], ""type"": ""Point""}";Hastings-Sunrise
282;641;E 6TH AV AND NOOTKA ST;"{""coordinates"": [-123.04154559737057, 49.26475317597147], ""type"": ""Point""}";Hastings-Sunrise
289;641;E 6TH AV AND LILLOOET ST;"{""coordinates"": [-123.0390154358582, 49.26474401939997], ""type"": ""Point""}";Hastings-Sunrise
255;646;E 7TH AV AND SEMLIN DRIVE;"{""coordinates"": [-123.06392618241742, 49.264129757937745], ""type"": ""Point""}";Grandview-Woodland
275;634;E 4TH AV AND SLOCAN ST;"{""coordinates"": [-123.04950941058671, 49.26667302299863], ""type"": ""Point""}";Hastings-Sunrise
259;638;E 5TH AV AND LAKEWOOD DRIVE;"{""coordinates"": [-123.06195610592944, 49.265920705479815], ""type"": ""Point""}";Grandview-Woodland
267;638;E 5TH AV AND GARDEN DRIVE;"{""coordinates"": [-123.05809093442974, 49.265894054704134], ""type"": ""Point""}";Grandview-Woodland
275;638;E 5TH AV AND SLOCAN ST;"{""coordinates"": [-123.04952510536515, 49.26572286227615], ""type"": ""Point""}";Hastings-Sunrise
227;736;E 36TH AV AND CULLODEN ST;"{""coordinates"": [-123.07908095130365, 49.237726113884456], ""type"": ""Point""}";Kensington-Cedar Cottage
227;734;CULLODEN ST AND E 35TH AV;"{""coordinates"": [-123.07905692211916, 49.23856809424011], ""type"": ""Point""}";Kensington-Cedar Cottage
227;731;E 34TH AV AND CULLODEN ST;"{""coordinates"": [-123.07903355238746, 49.239401987292815], ""type"": ""Point""}";Kensington-Cedar Cottage
227;730;E 33RD AV AND CULLODEN ST;"{""coordinates"": [-123.07897402960978, 49.24023133535692], ""type"": ""Point""}";Kensington-Cedar Cottage
224;730;E 33RD AV AND SHERBROOKE ST;"{""coordinates"": [-123.08125526584405, 49.24024315628663], ""type"": ""Point""}";Kensington-Cedar Cottage
227;735;E 35TH AV AND CULLODEN ST;"{""coordinates"": [-123.0790680886556, 49.238170856602636], ""type"": ""Point""}";Kensington-Cedar Cottage
212;727;PRINCE ALBERT ST AND E 31ST AV;"{""coordinates"": [-123.08790757687201, 49.2425439367953], ""type"": ""Point""}";Kensington-Cedar Cottage
212;724;PRINCE ALBERT ST AND E 30TH AV;"{""coordinates"": [-123.08788781105093, 49.24327405929307], ""type"": ""Point""}";Kensington-Cedar Cottage
213;724;E 30TH AV AND HARRIET ST;"{""coordinates"": [-123.08664006075546, 49.24326396462206], ""type"": ""Point""}";Kensington-Cedar Cottage
073;731;TRAFALGAR ST AND W 34TH AV;"{""coordinates"": [-123.16563887905993, 49.24134741167189], ""type"": ""Point""}";Arbutus-Ridge
090;757;W 44TH AV AND WEST BOULEVARD;"{""coordinates"": [-123.15566163289475, 49.23183498245795], ""type"": ""Point""}";Kerrisdale
090;744;WEST BOULEVARD AND W 39TH AV;"{""coordinates"": [-123.15549461322361, 49.23643690982489], ""type"": ""Point""}";Arbutus-Ridge
090;752;WEST BOULEVARD AND W 42ND AV;"{""coordinates"": [-123.15559679569964, 49.233604913585886], ""type"": ""Point""}";Kerrisdale
211;735;E 35TH AV AND CHESTER ST;"{""coordinates"": [-123.08919014048436, 49.23829137079515], ""type"": ""Point""}";Kensington-Cedar Cottage
211;741;CHESTER ST AND E 37TH AV;"{""coordinates"": [-123.08923673718043, 49.23653688398268], ""type"": ""Point""}";Kensington-Cedar Cottage
224;741;SHERBROOKE ST AND E 37TH AV;"{""coordinates"": [-123.08107490458306, 49.236436945262454], ""type"": ""Point""}";Kensington-Cedar Cottage
214;724;E 30TH AV AND ST. CATHERINES ST;"{""coordinates"": [-123.08595260589918, 49.24326521574095], ""type"": ""Point""}";Kensington-Cedar Cottage
126;589;W CORDOVA ST AND HOWE ST;"{""coordinates"": [-123.11386659612705, 49.28661684994536], ""type"": ""Point""}";Downtown
028;796;MALI AV AND JERICHO DRIVE;"{""coordinates"": [-123.19931115851672, 49.2255425023388], ""type"": ""Point""}";Dunbar-Southlands
192;561;E WATERFRONT ROAD AND W WATERFRONT ROAD;"{""coordinates"": [-123.10421129039923, 49.28470428635375], ""type"": ""Point""}";Downtown
305;810;MONT ROYAL SQUARE AND E 54TH AV;"{""coordinates"": [-123.03802331162761, 49.2201499854042], ""type"": ""Point""}";Killarney
280;668;E 12TH AV AND HEBB AV;"{""coordinates"": [-123.04428230775996, 49.259204869543666], ""type"": ""Point""}";Renfrew-Collingwood
167;606;MARINASIDE CRESCENT AND COOPERAGE WAY;"{""coordinates"": [-123.11486151852314, 49.27386841741678], ""type"": ""Point""}";Downtown
270;633;E 3RD AV AND NANAIMO ST;"{""coordinates"": [-123.05659209015047, 49.26758276572084], ""type"": ""Point""}";Grandview-Woodland
148;816;PARK DRIVE AND OSLER ST;"{""coordinates"": [-123.13140122749441, 49.21484554342361], ""type"": ""Point""}";Marpole
145;816;SELKIRK ST AND PARK DRIVE;"{""coordinates"": [-123.13276989201321, 49.215236487550584], ""type"": ""Point""}";Marpole
142;817;W 62ND AV AND MONTCALM ST;"{""coordinates"": [-123.13553550247792, 49.21496821159801], ""type"": ""Point""}";Marpole
144;817;HUDSON ST AND W 62ND AV;"{""coordinates"": [-123.13415449243692, 49.214947425506445], ""type"": ""Point""}";Marpole
135;817;CARTIER ST AND W 62ND AV;"{""coordinates"": [-123.13761048727282, 49.214999544545236], ""type"": ""Point""}";Marpole
130;818;W 63RD AV AND GRANVILLE ST;"{""coordinates"": [-123.14033886126481, 49.21399898174485], ""type"": ""Point""}";Marpole
124;818;ADERA ST AND W 63RD AV;"{""coordinates"": [-123.1434985239956, 49.21405060960904], ""type"": ""Point""}";Marpole
145;802;W 54TH AV AND SELKIRK ST;"{""coordinates"": [-123.13347708140661, 49.22161246107453], ""type"": ""Point""}";Oakridge
124;814;W 60TH AV AND ADERA ST;"{""coordinates"": [-123.14342627932979, 49.216834172782335], ""type"": ""Point""}";Marpole
152;814;FREMLIN ST AND W 60TH AV;"{""coordinates"": [-123.12722093163325, 49.21611886378882], ""type"": ""Point""}";Marpole
156;816;W 61ST AV AND HEATHER ST;"{""coordinates"": [-123.12394997062093, 49.21553445243287], ""type"": ""Point""}";Marpole
150;819;PARK DRIVE AND OAK ST;"{""coordinates"": [-123.1300469579186, 49.21445868669367], ""type"": ""Point""}";Marpole
130;811;W 58TH AV AND GRANVILLE ST;"{""coordinates"": [-123.14018156452543, 49.218370492927505], ""type"": ""Point""}";Marpole
297;702;E 24TH AV AND WINDERMERE ST;"{""coordinates"": [-123.03656083800439, 49.24876150402774], ""type"": ""Point""}";Renfrew-Collingwood
300;702;E 24TH AV AND RUPERT ST;"{""coordinates"": [-123.03380889817022, 49.24877167916955], ""type"": ""Point""}";Renfrew-Collingwood
300;701;RUPERT ST AND E 23RD AV;"{""coordinates"": [-123.03380462841993, 49.249662387742916], ""type"": ""Point""}";Renfrew-Collingwood
303;702;E 24TH AV AND CASSIAR ST;"{""coordinates"": [-123.03107256116253, 49.248751569597346], ""type"": ""Point""}";Renfrew-Collingwood
303;701;E 23RD AV AND CASSIAR ST;"{""coordinates"": [-123.0310679289785, 49.249646784774725], ""type"": ""Point""}";Renfrew-Collingwood
311;702;KOOTENAY ST AND E 24TH AV;"{""coordinates"": [-123.02625130928328, 49.24880157379042], ""type"": ""Point""}";Renfrew-Collingwood
279;701;RENFREW ST AND E 23RD AV;"{""coordinates"": [-123.04433594855138, 49.24969214461437], ""type"": ""Point""}";Renfrew-Collingwood
279;702;RENFREW ST AND E 24TH AV;"{""coordinates"": [-123.04433535484021, 49.24879893683331], ""type"": ""Point""}";Renfrew-Collingwood
277;701;E 23RD AV AND KASLO ST;"{""coordinates"": [-123.04707713321343, 49.24970667586679], ""type"": ""Point""}";Renfrew-Collingwood
174;710;YUKON ST AND W KING EDWARD AV;"{""coordinates"": [-123.1121923698447, 49.2489345016024], ""type"": ""Point""}";Riley Park
172;710;W KING EDWARD AV AND YUKON ST;"{""coordinates"": [-123.11283439525985, 49.248945804023876], ""type"": ""Point""}";Riley Park
170;710;CAMBIE ST AND W KING EDWARD AV;"{""coordinates"": [-123.11540605835667, 49.24899087552693], ""type"": ""Point""}";South Cambie
278;706;ATLIN ST AND E 27TH AV;"{""coordinates"": [-123.04585743374841, 49.24627855410655], ""type"": ""Point""}";Renfrew-Collingwood
279;706;E 27TH AV AND RENFREW ST;"{""coordinates"": [-123.04436008431523, 49.24626450350562], ""type"": ""Point""}";Renfrew-Collingwood
277;703;KASLO ST AND E 25TH AV;"{""coordinates"": [-123.04707521608573, 49.24792153780839], ""type"": ""Point""}";Renfrew-Collingwood
278;703;ATLIN ST AND E 25TH AV;"{""coordinates"": [-123.04583690975171, 49.247914812573306], ""type"": ""Point""}";Renfrew-Collingwood
274;702;E 24TH AV AND PENTICTON ST;"{""coordinates"": [-123.05224332418773, 49.24882947154657], ""type"": ""Point""}";Renfrew-Collingwood
274;703;PENTICTON ST AND E 25TH AV;"{""coordinates"": [-123.05224787752158, 49.24793594649627], ""type"": ""Point""}";Renfrew-Collingwood
150;710;W KING EDWARD AV AND OAK ST;"{""coordinates"": [-123.12754634403683, 49.249231614139845], ""type"": ""Point""}";Shaughnessy
219;717;ELGIN ST AND E 28TH AV;"{""coordinates"": [-123.08270462167054, 49.24544849933916], ""type"": ""Point""}";Kensington-Cedar Cottage
213;717;E 28TH AV AND HARRIET ST;"{""coordinates"": [-123.08657820672833, 49.24547941151798], ""type"": ""Point""}";Kensington-Cedar Cottage
221;748;E 40TH AV AND ROSS ST;"{""coordinates"": [-123.08253931464883, 49.23373875459277], ""type"": ""Point""}";Kensington-Cedar Cottage
205;589;E CORDOVA ST AND HEATLEY AV;"{""coordinates"": [-123.08949007666536, 49.2820979047134], ""type"": ""Point""}";Strathcona
192;590;E HASTINGS ST AND GORE AV;"{""coordinates"": [-123.09747366633628, 49.2812946981482], ""type"": ""Point""}";Strathcona
194;590;E HASTINGS ST AND DUNLEVY AV;"{""coordinates"": [-123.09538158816895, 49.28125711706483], ""type"": ""Point""}";Strathcona
196;590;JACKSON AV AND E HASTINGS ST;"{""coordinates"": [-123.09343183692945, 49.281220858319756], ""type"": ""Point""}";Strathcona
205;590;HEATLEY AV AND E HASTINGS ST;"{""coordinates"": [-123.08953070729486, 49.281148567220825], ""type"": ""Point""}";Strathcona
186;598;QUEBEC ST AND UNION ST;"{""coordinates"": [-123.10212474263513, 49.27764239762721], ""type"": ""Point""}";Downtown
178;597;CARRALL ST AND EXPO BOULEVARD;"{""coordinates"": [-123.10614747011927, 49.27805537517951], ""type"": ""Point""}";Downtown
172;592;ABBOTT ST AND W PENDER ST;"{""coordinates"": [-123.10757271128858, 49.28107819201969], ""type"": ""Point""}";Downtown
175;592;W PENDER ST AND TAYLOR ST;"{""coordinates"": [-123.10560632212781, 49.28072041462661], ""type"": ""Point""}";Downtown
178;590;W HASTINGS ST AND E HASTINGS ST;"{""coordinates"": [-123.10434544245074, 49.281473143256086], ""type"": ""Point""}";Downtown
186;592;WALKWAY AND COLUMBIA ST;"{""coordinates"": [-123.10233644329749, 49.279530029254815], ""type"": ""Point""}";Downtown
178;595;KEEFER PLACE AND KEEFER ST;"{""coordinates"": [-123.10443941948974, 49.279245716934426], ""type"": ""Point""}";Downtown
175;595;KEEFER PLACE AND TAYLOR ST;"{""coordinates"": [-123.10613808592093, 49.279467762343536], ""type"": ""Point""}";Downtown
194;589;DUNLEVY AV AND E CORDOVA ST;"{""coordinates"": [-123.0953413445571, 49.282206348358415], ""type"": ""Point""}";Strathcona
024;683;W 13TH AV AND SASAMAT ST;"{""coordinates"": [-123.20919769947317, 49.26109790193487], ""type"": ""Point""}";West Point Grey
027;678;DISCOVERY ST AND W 12TH AV;"{""coordinates"": [-123.20308630555404, 49.26190789571131], ""type"": ""Point""}";West Point Grey
027;674;W 11TH AV AND DISCOVERY ST;"{""coordinates"": [-123.20305427618732, 49.26281100852121], ""type"": ""Point""}";West Point Grey
026;670;TRIMBLE ST AND W 10TH AV;"{""coordinates"": [-123.20606102870833, 49.263780955175605], ""type"": ""Point""}";West Point Grey
027;650;DISCOVERY ST AND W 8TH AV;"{""coordinates"": [-123.20296232889676, 49.26548597707181], ""type"": ""Point""}";West Point Grey
030;638;LOCARNO CRESCENT AND NW MARINE DRIVE;"{""coordinates"": [-123.20144267836717, 49.26888930124488], ""type"": ""Point""}";West Point Grey
028;670;W 10TH AV AND COURTENAY ST;"{""coordinates"": [-123.19998201409365, 49.263688111003624], ""type"": ""Point""}";West Point Grey
022;690;TOLMIE ST AND W 16TH AV;"{""coordinates"": [-123.21234040563404, 49.25834072036942], ""type"": ""Point""}";West Point Grey
027;688;DISCOVERY ST AND W 15TH AV;"{""coordinates"": [-123.2031810007955, 49.259195680354175], ""type"": ""Point""}";West Point Grey
026;688;TRIMBLE ST AND W 15TH AV;"{""coordinates"": [-123.20622199324505, 49.25924250978356], ""type"": ""Point""}";West Point Grey
034;678;W 12TH AV AND WALLACE ST;"{""coordinates"": [-123.19092534419791, 49.2617245659112], ""type"": ""Point""}";West Point Grey
034;683;WALLACE ST AND W 13TH AV;"{""coordinates"": [-123.19095709778259, 49.26082101607972], ""type"": ""Point""}";West Point Grey
022;633;TOLMIE ST AND LANGARA AV;"{""coordinates"": [-123.21182138230631, 49.27264924690471], ""type"": ""Point""}";West Point Grey
019;632;BELMONT AV AND FANNIN AV;"{""coordinates"": [-123.22477360535359, 49.27476559781612], ""type"": ""Point""}";West Point Grey
020;642;W 5TH AV AND BLANCA ST;"{""coordinates"": [-123.21505548488489, 49.26823226845173], ""type"": ""Point""}";West Point Grey
020;643;BLANCA ST AND W 6TH AV;"{""coordinates"": [-123.21508666924815, 49.267380472295635], ""type"": ""Point""}";West Point Grey
222;655;GLEN DRIVE AND E 10TH AV;"{""coordinates"": [-123.08138704900672, 49.26146250245427], ""type"": ""Point""}";Mount Pleasant
212;689;PRINCE ALBERT ST AND E 16TH AV;"{""coordinates"": [-123.08747577461429, 49.25639176944069], ""type"": ""Point""}";Mount Pleasant
211;770;E 16TH AV AND KINGSWAY;"{""coordinates"": [-123.0892059361458, 49.256418673521914], ""type"": ""Point""}";Mount Pleasant
212;692;PRINCE ALBERT ST AND E 18TH AV;"{""coordinates"": [-123.08754331582186, 49.254586863782116], ""type"": ""Point""}";Kensington-Cedar Cottage
212;694;E 19TH AV AND PRINCE ALBERT ST;"{""coordinates"": [-123.08757655020328, 49.25368138873744], ""type"": ""Point""}";Kensington-Cedar Cottage
085;794;ARBUTUS ST AND W 51ST AV;"{""coordinates"": [-123.15523291044627, 49.224982634708766], ""type"": ""Point""}";Kerrisdale
083;830;SW MARINE DRIVE AND W 59TH AV;"{""coordinates"": [-123.15699126405002, 49.21769954598724], ""type"": ""Point""}";Kerrisdale
225;701;INVERNESS ST AND E 22ND AV;"{""coordinates"": [-123.07994154625423, 49.25084971369005], ""type"": ""Point""}";Kensington-Cedar Cottage
212;670;E 12TH AV AND PRINCE ALBERT ST;"{""coordinates"": [-123.08722881012329, 49.25970057575236], ""type"": ""Point""}";Mount Pleasant
212;665;PRINCE ALBERT ST AND E 11TH AV;"{""coordinates"": [-123.0872142143668, 49.26060523510541], ""type"": ""Point""}";Mount Pleasant
296;592;E PENDER ST AND WINDERMERE ST;"{""coordinates"": [-123.03620262997997, 49.28020292628247], ""type"": ""Point""}";Hastings-Sunrise
284;570;WALL ST AND MCGILL ST;"{""coordinates"": [-123.04132935408445, 49.28871760075431], ""type"": ""Point""}";Hastings-Sunrise
295;570;MCGILL ST AND WALKWAY;"{""coordinates"": [-123.03357119307663, 49.287698264276436], ""type"": ""Point""}";Hastings-Sunrise
306;576;FELLOWES ST AND CAMBRIDGE ST;"{""coordinates"": [-123.02789227776198, 49.28670976649522], ""type"": ""Point""}";Hastings-Sunrise
306;569;FELLOWES ST AND MCGILL ST;"{""coordinates"": [-123.02732489519349, 49.28869873329005], ""type"": ""Point""}";Hastings-Sunrise
305;577;N SKEENA ST AND OXFORD ST;"{""coordinates"": [-123.0283143078969, 49.28567189126358], ""type"": ""Point""}";Hastings-Sunrise
312;577;N KOOTENAY ST AND OXFORD ST;"{""coordinates"": [-123.02569172303538, 49.28567103790195], ""type"": ""Point""}";Hastings-Sunrise
280;577;N RENFREW ST AND OXFORD ST;"{""coordinates"": [-123.04407106954476, 49.28568312942216], ""type"": ""Point""}";Hastings-Sunrise
280;576;N RENFREW ST AND CAMBRIDGE ST;"{""coordinates"": [-123.04406807402431, 49.286719311037366], ""type"": ""Point""}";Hastings-Sunrise
